Country,Opportunity_Organization_Name,End_Date,End_Month,Number_of_KG,Price_per_KG_(converted)_Currency,Price_per_KG_(converted),Total_Sales_(converted)_Currency,Total_Sales_(converted),Component_Metrics:_ID
Guinea Bissau,CONGAI,8/6/2022,(06) JUN 2022,79980,USD,0.81,USD,64784.21,a1Rt0000005THew
Guinea Bissau,CONGAI,8/6/2022,(06) JUN 2022,60340,USD,0.81,USD,48875.71,a1Rt0000005THf0
Guinea Bissau,CONGAI,8/6/2022,(06) JUN 2022,56457,USD,0.81,USD,45730.46,a1Rt0000005THf1
Guinea Bissau,CONGAI,9/6/2022,(06) JUN 2022,60996,USD,0.81,USD,49407.07,a1Rt0000005THf5
Guinea Bissau,CONGAI,9/6/2022,(06) JUN 2022,72062,USD,0.81,USD,58370.59,a1Rt0000005THf6
Guinea Bissau,CONGAI,9/6/2022,(06) JUN 2022,80457,USD,0.9,USD,72411.76,a1Rt0000005THfA
Guinea Bissau,CONGAI,9/6/2022,(06) JUN 2022,73964,USD,0.9,USD,66568.02,a1Rt0000005THfB
Guinea Bissau,CONGAI,8/6/2022,(06) JUN 2022,61680,USD,0.81,USD,49961.12,a1Rt0000005THfF
Guinea Bissau,CONGAI,8/6/2022,(06) JUN 2022,65769,USD,0.81,USD,53273.23,a1Rt0000005THfG
Guinea Bissau,CONGAI,7/6/2022,(06) JUN 2022,89684,USD,0.81,USD,72644.5,a1Rt0000005THfK
Guinea Bissau,CONGAI,7/6/2022,(06) JUN 2022,91090,USD,0.81,USD,73783.37,a1Rt0000005THfL
Guinea Bissau,WAQUILARE,25/05/2022,(05) MAY 2022,59500,USD,0.72,USD,42840.27,a1Rt0000005THg8
Guinea Bissau,WAQUILARE,23/05/2022,(05) MAY 2022,59350,USD,0.81,USD,48073.8,a1Rt0000005THg9
Guinea Bissau,WAQUILARE,1/5/2022,(05) MAY 2022,59510,USD,0.68,USD,40169.5,a1Rt0000005THgI
Guinea Bissau,WAQUILARE,1/5/2022,(05) MAY 2022,28475,USD,0.72,USD,20502.13,a1Rt0000005THgJ
Guinea Bissau,WAQUILARE,1/5/2022,(05) MAY 2022,59500,USD,0.81,USD,48195.3,a1Rt0000005THgN
Guinea Bissau,N'DELUGAN,11/6/2022,(06) JUN 2022,160000,USD,0.9,USD,144000.91,a1Rt0000005THgS
Guinea Bissau,N'DELUGAN,13/06/2022,(06) JUN 2022,150875,USD,0.9,USD,135788.36,a1Rt0000005THgX
Guinea Bissau,N'DELUGAN,11/6/2022,(06) JUN 2022,175365,USD,0.9,USD,157829.5,a1Rt0000005THgc
Guinea Bissau,N'DELUGAN,13/06/2022,(06) JUN 2022,160475,USD,0.9,USD,144428.41,a1Rt0000005THgh
Guinea Bissau,N'DELUGAN,11/6/2022,(06) JUN 2022,186650,USD,0.9,USD,167986.06,a1Rt0000005THgm
Guinea Bissau,N'DELUGAN,11/6/2022,(06) JUN 2022,167865,USD,0.9,USD,151079.46,a1Rt0000005THgr
Guinea Bissau,N'DELUGAN,11/6/2022,(06) JUN 2022,162870,USD,0.9,USD,146583.93,a1Rt0000005THgw
Guinea Bissau,N'DELUGAN,11/6/2022,(06) JUN 2022,158470,USD,0.9,USD,142623.9,a1Rt0000005THh1
Guinea Bissau,N'DELUGAN,11/6/2022,(06) JUN 2022,183860,USD,0.9,USD,165475.05,a1Rt0000005THh6
Guinea Bissau,N'DELUGAN,11/6/2022,(06) JUN 2022,172360,USD,0.9,USD,155124.98,a1Rt0000005THhB
Guinea Bissau,N'DELUGAN,11/6/2022,(06) JUN 2022,148775,USD,0.9,USD,133898.35,a1Rt0000005THhG
Guinea Bissau,CONGAI,10/6/2022,(06) JUN 2022,96670,USD,0.9,USD,87003.55,a1Rt0000005TI2Z
Guinea Bissau,CONGAI,10/6/2022,(06) JUN 2022,98759,USD,0.9,USD,88883.66,a1Rt0000005TI2a
Guinea Bissau,CONGAI,10/6/2022,(06) JUN 2022,99897,USD,0.9,USD,89907.87,a1Rt0000005TI2e
Guinea Bissau,CONGAI,10/6/2022,(06) JUN 2022,96875,USD,0.9,USD,87188.05,a1Rt0000005TI2f
Guinea Bissau,CONGAI,11/6/2022,(06) JUN 2022,100960,USD,0.9,USD,90864.57,a1Rt0000005TI2j
Guinea Bissau,CONGAI,11/6/2022,(06) JUN 2022,89978,USD,0.9,USD,80980.71,a1Rt0000005TI2k
Guinea Bissau,CONGAI,12/6/2022,(06) JUN 2022,99968,USD,0.9,USD,89971.77,a1Rt0000005TI2o
Guinea Bissau,CONGAI,12/6/2022,(06) JUN 2022,90846,USD,0.9,USD,81761.92,a1Rt0000005TI2p
Guinea Bissau,CONGAI,13/06/2022,(06) JUN 2022,89657,USD,0.9,USD,80691.81,a1Rt0000005TI2t
Guinea Bissau,CONGAI,13/06/2022,(06) JUN 2022,97935,USD,0.9,USD,88142.06,a1Rt0000005TI2u
Guinea Bissau,CONGAI,13/06/2022,(06) JUN 2022,102683,USD,0.9,USD,92415.28,a1Rt0000005TI2y
Guinea Bissau,CONGAI,13/06/2022,(06) JUN 2022,100804,USD,0.9,USD,90724.17,a1Rt0000005TI2z
Guinea Bissau,CONGAI,10/6/2022,(06) JUN 2022,86498,USD,0.9,USD,77848.69,a1Rt0000005TI33
Guinea Bissau,CONGAI,10/6/2022,(06) JUN 2022,98769,USD,0.9,USD,88892.66,a1Rt0000005TI34
Guinea Bissau,CONGAI,10/6/2022,(06) JUN 2022,90687,USD,0.9,USD,81618.82,a1Rt0000005TI38
Guinea Bissau,CONGAI,10/6/2022,(06) JUN 2022,98589,USD,0.9,USD,88730.66,a1Rt0000005TI39
Guinea Bissau,CONGAI,11/6/2022,(06) JUN 2022,75680,USD,0.9,USD,68112.43,a1Rt0000005TI3D
Guinea Bissau,CONGAI,11/6/2022,(06) JUN 2022,88865,USD,0.9,USD,79979.01,a1Rt0000005TI3E
Guinea Bissau,CONGAI,12/6/2022,(06) JUN 2022,95890,USD,0.9,USD,86301.55,a1Rt0000005TI3I
Guinea Bissau,CONGAI,12/6/2022,(06) JUN 2022,97643,USD,0.9,USD,87879.26,a1Rt0000005TI3J
Guinea Bissau,CONGAI,12/6/2022,(06) JUN 2022,99020,USD,0.9,USD,89118.56,a1Rt0000005TI3N
Guinea Bissau,CONGAI,12/6/2022,(06) JUN 2022,86876,USD,0.9,USD,78188.89,a1Rt0000005TI3O
Guinea Bissau,CONGAI,13/06/2022,(06) JUN 2022,82540,USD,0.9,USD,74286.47,a1Rt0000005TI3S
Guinea Bissau,CONGAI,13/06/2022,(06) JUN 2022,96847,USD,0.9,USD,87162.85,a1Rt0000005TI3T
Gambia,KCFCS - KOMBO,30/04/2022,(04) APR 2022,146077,USD,1.27,USD,185326.36,a1Rt0000005TI3c
Guinea Bissau,LAMPADA DE CAMPO,14/06/2022,(06) JUN 2022,250070,USD,0.9,USD,225064.42,a1Rt0000005TI3w
Guinea Bissau,LAMPADA DE CAMPO,13/06/2022,(06) JUN 2022,100045,USD,0.9,USD,90041.07,a1Rt0000005TI41
Guinea Bissau,LAMPADA DE CAMPO,14/06/2022,(06) JUN 2022,30005,USD,0.9,USD,27004.67,a1Rt0000005TI46
Guinea Bissau,OPRO,6/6/2022,(06) JUN 2022,32008,USD,0.81,USD,25926.64,a1Rt0000005TI7y
Guinea Bissau,OPRO,6/6/2022,(06) JUN 2022,31120,USD,0.81,USD,25207.36,a1Rt0000005TI7z
Guinea Bissau,OPRO,9/6/2022,(06) JUN 2022,59480,USD,0.81,USD,48179.1,a1Rt0000005TI83
Guinea Bissau,OPRO,9/6/2022,(06) JUN 2022,61250,USD,0.81,USD,49612.81,a1Rt0000005TI84
Guinea Bissau,OPRO,8/6/2022,(06) JUN 2022,87914,USD,0.81,USD,71210.79,a1Rt0000005TI88
Guinea Bissau,OPRO,8/6/2022,(06) JUN 2022,29097,USD,0.81,USD,23568.72,a1Rt0000005TI89
Senegal,FAMVI,14/06/2022,(06) JUN 2022,43837,USD,1.26,USD,55234.97,a1Rt0000005TIEV
Senegal,FAMVI,11/6/2022,(06) JUN 2022,48880,USD,0.99,USD,48391.51,a1Rt0000005TIEa
Senegal,FADECBA,5/5/2022,(05) MAY 2022,98248,USD,1.26,USD,123793.26,a1Rt0000005TIHj
Senegal,FADECBA,14/05/2022,(05) MAY 2022,21245,USD,0.99,USD,21032.68,a1Rt0000005TIHk
Senegal,FADECBA,6/6/2022,(06) JUN 2022,6618,USD,0.72,USD,4764.99,a1Rt0000005TIHl
Gambia,KCFCS - KOMBO,4/6/2022,(06) JUN 2022,320.9,USD,1.23,USD,394.6,a1Rt0000005TIID
Gambia,KCFCS - KOMBO,3/5/2022,(05) MAY 2022,845.2,USD,1.37,USD,1154.78,a1Rt0000005TIII
Gambia,KWCFCS - KIANG,29/05/2022,(05) MAY 2022,150,USD,1.33,USD,199.09,a1Rt0000005TIIS
Gambia,KWCFCS - KIANG,30/05/2022,(05) MAY 2022,2555,USD,1.27,USD,3241.5,a1Rt0000005TIIX
Gambia,KCFCS - KOMBO,3/6/2022,(06) JUN 2022,553.9,USD,1.23,USD,681.1,a1Rt0000005TIIc
Gambia,KCFCS - KOMBO,4/5/2022,(05) MAY 2022,468.6,USD,1.41,USD,658.53,a1Rt0000005TIIh
Gambia,KCFCS - KOMBO,5/6/2022,(06) JUN 2022,484.3,USD,1.23,USD,595.52,a1Rt0000005TIIm
Senegal,BALUH-NA,1/6/2022,(06) JUN 2022,38000,USD,0.99,USD,37620.24,a1Rt0000005TIJe
Senegal,BALUH-NA,3/6/2022,(06) JUN 2022,42000,USD,0.99,USD,41580.26,a1Rt0000005TIJf
Senegal,BALUH-NA,1/6/2022,(06) JUN 2022,43000,USD,1.01,USD,43344.27,a1Rt0000005TIJg
Senegal,BALUH-NA,5/6/2022,(06) JUN 2022,37000,USD,1.01,USD,37296.24,a1Rt0000005TIJh
Senegal,BALUH-NA,6/6/2022,(06) JUN 2022,40,USD,1.01,USD,40.32,a1Rt0000005TIJi
Senegal,CPA COUMBACARA,5/5/2022,(05) MAY 2022,5000,USD,0.72,USD,3600.02,a1Rt0000005TIL1
Senegal,CPA COUMBACARA,9/5/2022,(05) MAY 2022,6000,USD,0.9,USD,5400.03,a1Rt0000005TIL2
Senegal,CPA COUMBACARA,17/05/2022,(05) MAY 2022,5000,USD,1.08,USD,5400.03,a1Rt0000005TIL3
Senegal,CPA COUMBACARA,29/05/2022,(05) MAY 2022,70000,USD,0.9,USD,63000.4,a1Rt0000005TIL4
Gambia,KCFCS - KOMBO,30/05/2022,(05) MAY 2022,160355,USD,1.27,USD,203440.71,a1Rt0000005TIL6
Gambia,KCFCS - KOMBO,30/05/2022,(05) MAY 2022,157596,USD,1.27,USD,199940.4,a1Rt0000005TIL7
Gambia,KWCFCS - KIANG,27/04/2022,(04) APR 2022,3245,USD,1.21,USD,3926.89,a1Rt0000005TINH
Gambia,FBCFCS - FONI,14/06/2022,(06) JUN 2022,174.9,USD,1.17,USD,204.83,a1Rt0000005TIPN
Guinea Bissau,CONGAI,14/06/2022,(06) JUN 2022,89789,USD,0.9,USD,80810.61,a1Rt0000005TIPX
Guinea Bissau,CONGAI,14/06/2022,(06) JUN 2022,120387,USD,0.9,USD,108348.99,a1Rt0000005TIPY
Guinea Bissau,CONGAI,16/06/2022,(06) JUN 2022,105000,USD,0.9,USD,94500.6,a1Rt0000005TIPc
Guinea Bissau,CONGAI,16/06/2022,(06) JUN 2022,95981,USD,0.9,USD,86383.45,a1Rt0000005TIPd
Guinea Bissau,CONGAI,16/06/2022,(06) JUN 2022,102754,USD,0.9,USD,92479.19,a1Rt0000005TIPh
Guinea Bissau,CONGAI,16/06/2022,(06) JUN 2022,106360,USD,0.9,USD,95724.61,a1Rt0000005TIPi
Guinea Bissau,CONGAI,14/06/2022,(06) JUN 2022,98646,USD,0.9,USD,88781.96,a1Rt0000005TIPm
Guinea Bissau,CONGAI,14/06/2022,(06) JUN 2022,103478,USD,0.9,USD,93130.79,a1Rt0000005TIPn
Guinea Bissau,CONGAI,16/06/2022,(06) JUN 2022,112250,USD,0.9,USD,101025.64,a1Rt0000005TIPr
Guinea Bissau,CONGAI,16/06/2022,(06) JUN 2022,100060,USD,0.9,USD,90054.57,a1Rt0000005TIPs
Guinea Bissau,CONGAI,14/06/2022,(06) JUN 2022,180375,USD,0.9,USD,162338.53,a1Rt0000005TIPx
Guinea Bissau,CONGAI,14/06/2022,(06) JUN 2022,106983,USD,0.9,USD,96285.31,a1Rt0000005TIQ1
Guinea Bissau,CONGAI,14/06/2022,(06) JUN 2022,120446,USD,0.9,USD,108402.09,a1Rt0000005TIQ2
Guinea Bissau,CONGAI,15/06/2022,(06) JUN 2022,90679,USD,0.9,USD,81611.62,a1Rt0000005TIQ6
Guinea Bissau,CONGAI,15/06/2022,(06) JUN 2022,110550,USD,0.9,USD,99495.63,a1Rt0000005TIQ7
Guinea Bissau,CONGAI,16/06/2022,(06) JUN 2022,150090,USD,0.9,USD,135081.85,a1Rt0000005TIQB
Guinea Bissau,CONGAI,16/06/2022,(06) JUN 2022,115595,USD,0.9,USD,104036.16,a1Rt0000005TIQC
Guinea Bissau,CONGAI,16/06/2022,(06) JUN 2022,98647,USD,0.9,USD,88782.86,a1Rt0000005TIQG
Guinea Bissau,CONGAI,16/06/2022,(06) JUN 2022,100384,USD,0.9,USD,90346.17,a1Rt0000005TIQH
Guinea Bissau,CONGAI,17/06/2022,(06) JUN 2022,100050,USD,0.9,USD,90045.57,a1Rt0000005TIQL
Guinea Bissau,CONGAI,17/06/2022,(06) JUN 2022,110000,USD,0.9,USD,99000.63,a1Rt0000005TIQM
Guinea Bissau,LAMPADA DE CAMPO,17/06/2022,(06) JUN 2022,199920,USD,0.9,USD,179929.14,a1Rt0000005TIQQ
Guinea Bissau,BUWONDENA,9/6/2022,(06) JUN 2022,24093,USD,0.9,USD,21683.84,a1Rt0000005TIQa
Guinea Bissau,BUWONDENA,11/6/2022,(06) JUN 2022,22010,USD,0.9,USD,19809.13,a1Rt0000005TIQf
Guinea Bissau,BUWONDENA,14/06/2022,(06) JUN 2022,19495,USD,0.9,USD,17545.61,a1Rt0000005TIQk
Guinea Bissau,BUWONDENA,15/06/2022,(06) JUN 2022,16190,USD,0.9,USD,14571.09,a1Rt0000005TIQp
Guinea Bissau,BUWONDENA,10/6/2022,(06) JUN 2022,20250,USD,0.9,USD,18225.12,a1Rt0000005TIQu
Guinea Bissau,AGRO-BIGENE COOABI,11/6/2022,(06) JUN 2022,10000,USD,0.9,USD,9000.06,a1Rt0000005TIQz
Guinea Bissau,AGRO-BIGENE COOABI,11/6/2022,(06) JUN 2022,8860,USD,0.9,USD,7974.05,a1Rt0000005TIR4
Guinea Bissau,AGRO-BIGENE COOABI,11/6/2022,(06) JUN 2022,7100,USD,0.9,USD,6390.04,a1Rt0000005TIR9
Guinea Bissau,AGRO-BIGENE COOABI,11/6/2022,(06) JUN 2022,11266,USD,0.9,USD,10139.46,a1Rt0000005TIRE
Guinea Bissau,AGRO-BIGENE COOABI,13/06/2022,(06) JUN 2022,10750,USD,0.9,USD,9675.06,a1Rt0000005TIRJ
Guinea Bissau,AGRO-BIGENE COOABI,13/06/2022,(06) JUN 2022,10680,USD,0.9,USD,9612.06,a1Rt0000005TIRO
Guinea Bissau,AGRO-BIGENE COOABI,14/06/2022,(06) JUN 2022,9800,USD,0.9,USD,8820.06,a1Rt0000005TIRT
Guinea Bissau,AGRO-BIGENE COOABI,16/06/2022,(06) JUN 2022,11500,USD,0.9,USD,10350.07,a1Rt0000005TIRY
Guinea Bissau,BALANTA CUNDA,5/6/2022,(06) JUN 2022,26251,USD,0.9,USD,23626.05,a1Rt0000005TIRd
Guinea Bissau,BALANTA CUNDA,7/6/2022,(06) JUN 2022,22251,USD,0.9,USD,20026.03,a1Rt0000005TIRi
Guinea Bissau,BALANTA CUNDA,8/6/2022,(06) JUN 2022,20757,USD,0.9,USD,18681.42,a1Rt0000005TIRn
Guinea Bissau,BALANTA CUNDA,9/6/2022,(06) JUN 2022,27852,USD,0.9,USD,25066.96,a1Rt0000005TIRs
Guinea Bissau,BALANTA CUNDA,10/6/2022,(06) JUN 2022,20920,USD,0.9,USD,18828.12,a1Rt0000005TIRx
Guinea Bissau,BALANTA CUNDA,11/6/2022,(06) JUN 2022,22026,USD,0.9,USD,19823.53,a1Rt0000005TIS2
Guinea Bissau,BALANTA CUNDA,12/6/2022,(06) JUN 2022,16542,USD,0.9,USD,14887.89,a1Rt0000005TIS7
Guinea Bissau,BALANTA CUNDA,13/06/2022,(06) JUN 2022,18949,USD,0.9,USD,17054.21,a1Rt0000005TISC
Guinea Bissau,BALANTA CUNDA,14/06/2022,(06) JUN 2022,14645,USD,0.9,USD,13180.58,a1Rt0000005TISH
Guinea Bissau,BALANTA CUNDA,14/06/2022,(06) JUN 2022,20526,USD,0.9,USD,18473.52,a1Rt0000005TISM
Guinea Bissau,BALANTA CUNDA,15/06/2022,(06) JUN 2022,24220,USD,0.9,USD,21798.14,a1Rt0000005TISR
Guinea Bissau,BALANTA CUNDA,15/06/2022,(06) JUN 2022,24179,USD,0.9,USD,21761.24,a1Rt0000005TISW
Gambia,KWCFCS - KIANG,12/5/2022,(05) MAY 2022,50,USD,1.17,USD,58.55,a1Rt0000005TIXg
Gambia,KWCFCS - KIANG,23/04/2022,(04) APR 2022,605,USD,1.17,USD,708.51,a1Rt0000005TIXh
Gambia,KWCFCS - KIANG,23/04/2022,(04) APR 2022,710,USD,1.21,USD,859.2,a1Rt0000005TIXi
Gambia,NCFPCS - NATAL,2/5/2022,(05) MAY 2022,60,USD,1.37,USD,81.98,a1Rt0000005TIjr
Gambia,NCFPCS - NATAL,26/05/2022,(05) MAY 2022,260,USD,0.88,USD,228.36,a1Rt0000005TIjs
Gambia,NCFPCS - NATAL,26/05/2022,(05) MAY 2022,400,USD,1.27,USD,507.48,a1Rt0000005TIjt
Gambia,NCFPCS - NATAL,22/04/2022,(04) APR 2022,284,USD,1.64,USD,465.63,a1Rt0000005TIju
Gambia,NCFPCS - NATAL,22/04/2022,(04) APR 2022,351,USD,1.23,USD,431.61,a1Rt0000005TIjv
Gambia,NCFPCS - NATAL,23/04/2022,(04) APR 2022,169,USD,1.01,USD,171.53,a1Rt0000005TIjw
Gambia,NCFPCS - NATAL,23/04/2022,(04) APR 2022,123,USD,1.17,USD,144.05,a1Rt0000005TIjx
Gambia,NCFPCS - NATAL,24/04/2022,(04) APR 2022,526,USD,1.19,USD,626.26,a1Rt0000005TIjy
Gambia,NCFPCS - NATAL,21/04/2022,(04) APR 2022,67,USD,1.17,USD,78.46,a1Rt0000005TIjz
Gambia,NCFPCS - NATAL,24/04/2022,(04) APR 2022,116,USD,1.17,USD,135.85,a1Rt0000005TIk0
Gambia,NCFPCS - NATAL,24/04/2022,(04) APR 2022,130,USD,1.17,USD,152.24,a1Rt0000005TIk1
Gambia,NCFPCS - NATAL,21/04/2022,(04) APR 2022,170,USD,1.17,USD,199.09,a1Rt0000005TIk2
Gambia,NCFPCS - NATAL,21/04/2022,(04) APR 2022,111,USD,1.17,USD,129.99,a1Rt0000005TIk3
Gambia,NCFPCS - NATAL,23/04/2022,(04) APR 2022,81,USD,1.17,USD,94.86,a1Rt0000005TIk4
Gambia,NCFPCS - NATAL,25/04/2022,(04) APR 2022,568,USD,1.07,USD,609.75,a1Rt0000005TIk5
Gambia,NCFPCS - NATAL,23/05/2022,(05) MAY 2022,700,USD,1.27,USD,888.08,a1Rt0000005TIk6
Gambia,NCFPCS - NATAL,23/05/2022,(05) MAY 2022,600,USD,1.37,USD,819.77,a1Rt0000005TIk7
Gambia,NCFPCS - NATAL,23/05/2022,(05) MAY 2022,300,USD,1.11,USD,333.76,a1Rt0000005TIk8
Gambia,NCFPCS - NATAL,23/05/2022,(05) MAY 2022,414,USD,1.07,USD,444.43,a1Rt0000005TIk9
Gambia,NCFPCS - NATAL,2/5/2022,(05) MAY 2022,80,USD,1.27,USD,101.5,a1Rt0000005TIkA
Gambia,NCFPCS - NATAL,25/05/2022,(05) MAY 2022,286,USD,1.44,USD,413.09,a1Rt0000005TIkB
Gambia,FBCFCS - FONI,9/4/2022,(04) APR 2022,791.7,USD,1.37,USD,1081.68,a1Rt0000005TIkM
Gambia,FBCFCS - FONI,30/04/2022,(04) APR 2022,628,USD,1.33,USD,833.51,a1Rt0000005TIkN
Gambia,FBCFCS - FONI,20/05/2022,(05) MAY 2022,412.8,USD,1.27,USD,523.72,a1Rt0000005TIkR
Gambia,FBCFCS - FONI,27/04/2022,(04) APR 2022,746.9,USD,1.27,USD,947.58,a1Rt0000005TIkW
Gambia,FBCFCS - FONI,26/05/2022,(05) MAY 2022,261,USD,1.33,USD,346.41,a1Rt0000005TIkb
Gambia,FBCFCS - FONI,29/04/2022,(04) APR 2022,1484.3,USD,1.31,USD,1941.06,a1Rt0000005TIkg
Gambia,FBCFCS - FONI,26/04/2022,(04) APR 2022,810.1,USD,1.27,USD,1027.77,a1Rt0000005TIkl
Guinea Bissau,LAMPADA DE CAMPO,20/06/2022,(06) JUN 2022,79985,USD,0.9,USD,71986.96,a1Rt0000005TIkq
Guinea Bissau,LAMPADA DE CAMPO,15/06/2022,(06) JUN 2022,74970,USD,0.9,USD,67473.43,a1Rt0000005TIl5
Guinea Bissau,CONGAI,18/06/2022,(06) JUN 2022,185640,USD,0.9,USD,167077.06,a1Rt0000005TIlj
Guinea Bissau,CONGAI,18/06/2022,(06) JUN 2022,145813,USD,0.9,USD,131232.53,a1Rt0000005TIlk
Guinea Bissau,CONGAI,18/06/2022,(06) JUN 2022,165475,USD,0.9,USD,148928.44,a1Rt0000005TIlo
Guinea Bissau,CONGAI,18/06/2022,(06) JUN 2022,119689,USD,0.9,USD,107720.78,a1Rt0000005TIlp
Guinea Bissau,CONGAI,18/06/2022,(06) JUN 2022,149886,USD,0.9,USD,134898.25,a1Rt0000005TIlt
Guinea Bissau,CONGAI,18/06/2022,(06) JUN 2022,160989,USD,0.9,USD,144891.02,a1Rt0000005TIlu
Guinea Bissau,CONGAI,19/06/2022,(06) JUN 2022,189098,USD,0.9,USD,170189.28,a1Rt0000005TIly
Guinea Bissau,CONGAI,19/06/2022,(06) JUN 2022,180890,USD,0.9,USD,162802.03,a1Rt0000005TIlz
Guinea Bissau,CONGAI,19/06/2022,(06) JUN 2022,191643,USD,0.9,USD,172479.79,a1Rt0000005TIm3
Guinea Bissau,CONGAI,19/06/2022,(06) JUN 2022,178987,USD,0.9,USD,161089.32,a1Rt0000005TIm4
Guinea Bissau,CONGAI,20/06/2022,(06) JUN 2022,189997,USD,0.9,USD,170998.38,a1Rt0000005TIm8
Guinea Bissau,CONGAI,20/06/2022,(06) JUN 2022,190985,USD,0.9,USD,171887.59,a1Rt0000005TIm9
Guinea Bissau,CONGAI,20/06/2022,(06) JUN 2022,120000,USD,0.9,USD,108000.68,a1Rt0000005TImD
Guinea Bissau,CONGAI,20/06/2022,(06) JUN 2022,125500,USD,0.9,USD,112950.71,a1Rt0000005TImE
Guinea Bissau,CONGAI,17/06/2022,(06) JUN 2022,110987,USD,0.9,USD,99888.93,a1Rt0000005TImI
Guinea Bissau,CONGAI,17/06/2022,(06) JUN 2022,115698,USD,0.9,USD,104128.86,a1Rt0000005TImJ
Guinea Bissau,CONGAI,18/06/2022,(06) JUN 2022,128688,USD,0.9,USD,115819.93,a1Rt0000005TImN
Guinea Bissau,CONGAI,18/06/2022,(06) JUN 2022,145759,USD,0.9,USD,131183.93,a1Rt0000005TImO
